sample_id,true_behavior,lstm_behavior,behavior_confidence,Inactive_probability,Low_Movement_probability,Normal_Movement_probability,Restless_Movement_probability,Sudden_Movement_probability
6357,Normal_Movement,Normal_Movement,0.9977118,0.00013445986,0.0020560522,0.9977118,4.9338898e-05,4.833055e-05
6367,Normal_Movement,Normal_Movement,0.9994597,2.9530756e-05,0.00047537664,0.9994597,2.1867136e-05,1.3544854e-05
6387,Normal_Movement,Normal_Movement,0.9995671,3.732901e-05,0.00032660688,0.9995671,5.2240943e-05,1.6723694e-05
6397,Normal_Movement,Normal_Movement,0.99938154,4.3993237e-05,0.0004852628,0.99938154,6.713382e-05,2.2031583e-05
6427,Normal_Movement,Normal_Movement,0.9419289,0.0016054984,0.041673146,0.9419289,0.006997762,0.0077946456
6437,Normal_Movement,Normal_Movement,0.9694914,0.00097369665,0.028549964,0.9694914,0.0003689833,0.00061588286
6442,Normal_Movement,Normal_Movement,0.98936874,0.0003236151,0.010106436,0.98936874,7.960331e-05,0.00012165821
6462,Inactive,Low_Movement,0.4377855,0.40979823,0.4377855,0.1462308,0.0022017835,0.003983701
6477,Inactive,Inactive,0.4416736,0.4416736,0.39309424,0.1588373,0.0023096227,0.004085315
6487,Inactive,Inactive,0.49781328,0.49781328,0.37129432,0.12537716,0.0020942327,0.0034210042
6532,Normal_Movement,Normal_Movement,0.9974738,0.00039833208,0.002008074,0.9974738,4.662189e-05,7.309807e-05
6542,Normal_Movement,Normal_Movement,0.9768251,0.0073924977,0.014410341,0.9768251,0.00029995845,0.0010719642
6607,Low_Movement,Normal_Movement,0.63106185,0.09614942,0.2667029,0.63106185,0.0025124836,0.0035733546
6612,Low_Movement,Low_Movement,0.41031852,0.19244152,0.41031852,0.3900826,0.0028675403,0.0042898017
6622,Normal_Movement,Normal_Movement,0.74348754,0.05923141,0.19210647,0.74348754,0.0020817774,0.0030927856
6637,Normal_Movement,Sudden_Movement,0.6981115,0.0011513341,0.001975916,0.1589649,0.13979639,0.6981115
6687,Normal_Movement,Restless_Movement,0.6199471,0.004106642,0.010234352,0.17205854,0.6199471,0.1936534
6712,Normal_Movement,Normal_Movement,0.9928725,0.00040731102,0.005777519,0.9928725,0.00028155712,0.0006610844
6722,Normal_Movement,Normal_Movement,0.9825932,0.002362105,0.013443782,0.9825932,0.00067265023,0.00092827406
6747,Normal_Movement,Normal_Movement,0.99809355,0.000115954455,0.00158265,0.99809355,8.357409e-05,0.0001242626
6752,Normal_Movement,Normal_Movement,0.99029875,0.0001363502,0.0021059313,0.99029875,0.0025977644,0.004861193
6757,Normal_Movement,Normal_Movement,0.99806565,4.4894456e-05,0.00094544754,0.99806565,0.0005075033,0.00043645
6767,Normal_Movement,Normal_Movement,0.99608266,9.311059e-05,0.001859336,0.99608266,0.0008798344,0.0010850573
6787,Normal_Movement,Sudden_Movement,0.3943418,0.0017220615,0.002415733,0.21396393,0.38755652,0.3943418
6857,Normal_Movement,Normal_Movement,0.48339418,0.0026470502,0.0076202624,0.48339418,0.44420066,0.062137797
6912,Restless_Movement,Sudden_Movement,0.52461934,0.0017447495,0.0031489935,0.06664709,0.40383977,0.52461934
6927,Normal_Movement,Restless_Movement,0.5594907,0.003958518,0.011636519,0.19646432,0.5594907,0.22844996
6932,Sudden_Movement,Restless_Movement,0.62214476,0.005336381,0.012608312,0.12376604,0.62214476,0.23614451
6947,Restless_Movement,Normal_Movement,0.9113226,0.0011736824,0.0072454573,0.9113226,0.06563274,0.014625481
6952,Normal_Movement,Normal_Movement,0.9894224,0.00052947056,0.0050114454,0.9894224,0.0037360552,0.0013005631
6972,Normal_Movement,Normal_Movement,0.9941857,0.00021771244,0.0029348317,0.9941857,0.0018346703,0.000827132
6992,Normal_Movement,Normal_Movement,0.83617514,0.0017971563,0.012222516,0.83617514,0.13365087,0.016154248
7002,Normal_Movement,Normal_Movement,0.7703632,0.004869576,0.2233637,0.7703632,0.00057458784,0.00082889077
7032,Normal_Movement,Normal_Movement,0.98740005,0.0003473751,0.011940502,0.98740005,9.777725e-05,0.0002142794
7082,Normal_Movement,Normal_Movement,0.9970312,0.00017737088,0.0027003498,0.9970312,3.800586e-05,5.312906e-05
7087,Normal_Movement,Normal_Movement,0.9987765,4.717467e-05,0.0011537703,0.9987765,1.1324632e-05,1.1328046e-05
7102,Normal_Movement,Normal_Movement,0.9981918,9.217442e-05,0.0016716938,0.9981918,2.1996984e-05,2.2468688e-05
7167,Normal_Movement,Low_Movement,0.5743471,0.10754206,0.5743471,0.3056611,0.006796477,0.005653205
7202,Normal_Movement,Normal_Movement,0.9994036,5.9580267e-05,0.00047975485,0.9994036,3.6193785e-05,2.082192e-05
7207,Normal_Movement,Normal_Movement,0.99918133,7.048787e-05,0.0006897763,0.99918133,3.1861462e-05,2.6607617e-05
7212,Normal_Movement,Normal_Movement,0.999015,7.053826e-05,0.00082715973,0.999015,4.6714995e-05,4.0586772e-05
7227,Normal_Movement,Normal_Movement,0.9890576,0.00037398833,0.010314324,0.9890576,8.8311885e-05,0.00016581758
7292,Normal_Movement,Normal_Movement,0.90230346,0.00048882014,0.0046825847,0.90230346,0.031989712,0.060535423
7297,Normal_Movement,Normal_Movement,0.9607298,0.0002816238,0.0036337401,0.9607298,0.013164356,0.022190453
7347,Normal_Movement,Normal_Movement,0.9527968,0.009136661,0.017125236,0.9527968,0.013812976,0.007128371
7352,Normal_Movement,Normal_Movement,0.9867568,0.0010245515,0.004141918,0.9867568,0.00620612,0.0018705567
7367,Normal_Movement,Normal_Movement,0.9994367,5.005503e-05,0.00036364957,0.9994367,0.00011395738,3.5645284e-05
7402,Normal_Movement,Normal_Movement,0.9989888,3.6098838e-05,0.0009040233,0.9989888,4.1212967e-05,2.9924908e-05
7432,Restless_Movement,Restless_Movement,0.54307604,0.0015903326,0.0021138056,0.06789603,0.54307604,0.3853238
7457,Inactive,Normal_Movement,0.907511,0.009909173,0.028755445,0.907511,0.015194345,0.03863008
7507,Normal_Movement,Normal_Movement,0.977787,0.0022790134,0.007331668,0.977787,0.006464968,0.0061373105
7607,Normal_Movement,Normal_Movement,0.9788496,0.00071261224,0.019717943,0.9788496,0.00029649658,0.00042331667
7617,Normal_Movement,Normal_Movement,0.9698345,0.0015981328,0.025973314,0.9698345,0.00092097936,0.0016730592
7642,Inactive,Inactive,0.53992414,0.53992414,0.2856278,0.16060227,0.0071881036,0.006657591
7662,Inactive,Normal_Movement,0.47670048,0.31434572,0.20483413,0.47670048,0.00164919,0.002470485
7682,Normal_Movement,Normal_Movement,0.99806696,0.00011984766,0.0017488926,0.99806696,2.681203e-05,3.7496604e-05
7702,Normal_Movement,Normal_Movement,0.9970771,0.00022967758,0.002582502,0.9970771,4.5607914e-05,6.509964e-05
7742,Sudden_Movement,Restless_Movement,0.68744373,0.005736668,0.007139039,0.07617064,0.68744373,0.22350992
7747,Normal_Movement,Restless_Movement,0.58570987,0.007422327,0.009008836,0.09558013,0.58570987,0.30227876
7757,Sudden_Movement,Sudden_Movement,0.44517934,0.0050310306,0.011018326,0.39272252,0.14604872,0.44517934
7767,Normal_Movement,Normal_Movement,0.8083479,0.011982126,0.032005753,0.8083479,0.07099794,0.07666636
7772,Normal_Movement,Normal_Movement,0.9105474,0.006222274,0.044828914,0.9105474,0.029313382,0.00908814
7777,Normal_Movement,Restless_Movement,0.62432307,0.0031163697,0.007677283,0.29205275,0.62432307,0.07283059
7782,Sudden_Movement,Restless_Movement,0.7258078,0.0013460991,0.002927207,0.091050014,0.7258078,0.17886885
7843,Sudden_Movement,Sudden_Movement,0.9091352,0.00051136286,0.0004548837,0.03942127,0.050477277,0.9091352
7894,Low_Movement,Normal_Movement,0.9862175,0.00057478773,0.012796385,0.9862175,0.00012313452,0.00028831433
7909,Normal_Movement,Normal_Movement,0.99869674,0.00012106146,0.0010893899,0.99869674,4.402212e-05,4.877365e-05
7944,Normal_Movement,Normal_Movement,0.98078763,0.001458524,0.01703448,0.98078763,0.00039808927,0.0003212265
7979,Low_Movement,Low_Movement,0.7042753,0.25541073,0.7042753,0.03941346,0.0004994803,0.00040097864
7994,Low_Movement,Low_Movement,0.87476116,0.053353958,0.87476116,0.0706611,0.0006521776,0.00057160907
7999,Low_Movement,Low_Movement,0.6970308,0.018122947,0.6970308,0.28408718,0.00042061193,0.00033850406
8019,Low_Movement,Low_Movement,0.83085763,0.09665758,0.83085763,0.071381025,0.00055457366,0.0005492103
8024,Low_Movement,Normal_Movement,0.80390126,0.034923483,0.15914933,0.80390126,0.00048385438,0.0015421631
8034,Low_Movement,Normal_Movement,0.5443841,0.040584575,0.41243804,0.5443841,0.00080370705,0.0017894713
8039,Low_Movement,Normal_Movement,0.9339129,0.012620935,0.052544873,0.9339129,0.0003204778,0.00060082256
8044,Low_Movement,Normal_Movement,0.9962437,0.00032728093,0.0033106236,0.9962437,4.9448226e-05,6.885434e-05
8069,Inactive,Low_Movement,0.54968864,0.41403493,0.54968864,0.03386771,0.0014033933,0.0010053243
8074,Inactive,Inactive,0.4913662,0.4913662,0.47642142,0.03015871,0.0012094525,0.0008441781
8079,Inactive,Low_Movement,0.5132181,0.45161617,0.5132181,0.032963727,0.0012634498,0.0009385281
8084,Inactive,Low_Movement,0.5804478,0.37778246,0.5804478,0.039085373,0.0015262815,0.0011581111
8094,Low_Movement,Low_Movement,0.71325153,0.24010117,0.71325153,0.04412758,0.0014842843,0.0010354181
8164,Inactive,Inactive,0.97090167,0.97090167,0.022714244,0.0063402965,2.4156703e-05,1.9665691e-05
8199,Normal_Movement,Normal_Movement,0.9973889,0.000113236565,0.0017139147,0.9973889,0.00025182284,0.0005321644
8209,Normal_Movement,Normal_Movement,0.9969656,9.59667e-05,0.0017406716,0.9969656,0.00034919885,0.00084867334
8219,Normal_Movement,Normal_Movement,0.99857473,5.003414e-05,0.0012283188,0.99857473,7.218913e-05,7.467959e-05
8229,Normal_Movement,Normal_Movement,0.9980186,9.329929e-05,0.0017876064,0.9980186,4.686871e-05,5.367715e-05
8269,Normal_Movement,Normal_Movement,0.99921083,6.244212e-05,0.00069638866,0.99921083,1.7493921e-05,1.2875907e-05
8309,Normal_Movement,Normal_Movement,0.99839705,6.949179e-05,0.00093463244,0.99839705,0.00037874372,0.00022012302
8324,Inactive,Normal_Movement,0.9971259,0.0003636294,0.0023772442,0.9971259,6.3469e-05,6.9794994e-05
8379,Normal_Movement,Normal_Movement,0.96617806,0.008767092,0.017666372,0.96617806,0.0020075105,0.005380899
8394,Normal_Movement,Normal_Movement,0.9967539,0.0002729448,0.0028838757,0.9967539,3.505307e-05,5.4269258e-05
8414,Inactive,Low_Movement,0.48819467,0.3898055,0.48819467,0.11757529,0.0020837234,0.0023408046
8424,Inactive,Inactive,0.602985,0.602985,0.36586884,0.03025702,0.00048405753,0.00040509744
8474,Normal_Movement,Normal_Movement,0.99222153,0.0013760878,0.004579022,0.99222153,0.00096454547,0.0008588823
8479,Normal_Movement,Normal_Movement,0.88559186,0.029350651,0.055814747,0.88559186,0.0049708523,0.02427181
8496,Sudden_Movement,Sudden_Movement,0.65366095,0.036290847,0.018636761,0.23919094,0.052220516,0.65366095
8511,Normal_Movement,Normal_Movement,0.72214025,0.03061567,0.054565404,0.72214025,0.020871596,0.1718071
8535,Normal_Movement,Normal_Movement,0.7438208,0.026143227,0.058078505,0.7438208,0.014859521,0.157098
8590,Normal_Movement,Normal_Movement,0.9974148,0.00011707337,0.00194857,0.9974148,0.00027873964,0.00024085205
8615,Normal_Movement,Normal_Movement,0.997758,9.084248e-05,0.0015650522,0.997758,0.00030998795,0.00027625824
8620,Inactive,Normal_Movement,0.99728394,0.0001309348,0.0018531381,0.99728394,0.00036996495,0.0003619107
8720,Inactive,Inactive,0.9368322,0.9368322,0.053150676,0.009859314,8.059885e-05,7.719227e-05
8755,Low_Movement,Normal_Movement,0.9603823,0.004078986,0.033143282,0.9603823,0.0007535488,0.0016419048
8765,Normal_Movement,Low_Movement,0.5369928,0.034938537,0.5369928,0.42199495,0.0030847301,0.002989013
8775,Low_Movement,Low_Movement,0.5402246,0.04121018,0.5402246,0.4147097,0.0015207204,0.002334756
8780,Low_Movement,Normal_Movement,0.7944927,0.02033149,0.16767128,0.7944927,0.00423806,0.013266495
8805,Normal_Movement,Normal_Movement,0.44997054,0.23414198,0.30171812,0.44997054,0.005950431,0.008218947
8835,Low_Movement,Normal_Movement,0.9972971,0.00018705401,0.0017489583,0.9972971,0.000499666,0.00026717444
8840,Low_Movement,Normal_Movement,0.99811506,8.3398976e-05,0.0012806931,0.99811506,0.00035317845,0.00016762933
8925,Normal_Movement,Normal_Movement,0.9979716,9.673981e-05,0.0007967551,0.9979716,0.00076992885,0.00036498607
8935,Normal_Movement,Normal_Movement,0.99908125,5.4957298e-05,0.0006081029,0.99908125,0.00019301278,6.266476e-05
8980,Normal_Movement,Normal_Movement,0.99082947,0.00055780995,0.008387667,0.99082947,0.0001315814,9.345872e-05
8985,Inactive,Normal_Movement,0.7827203,0.018120859,0.19489938,0.7827203,0.002075609,0.002183804
9020,Inactive,Inactive,0.953709,0.953709,0.022355365,0.023681426,0.00011447367,0.00013974497
9030,Inactive,Inactive,0.94479465,0.94479465,0.037143577,0.017849106,0.000110513305,0.00010219211
9035,Inactive,Inactive,0.97824645,0.97824645,0.015545014,0.006173404,1.8184988e-05,1.696591e-05
9050,Inactive,Normal_Movement,0.8903185,0.06376234,0.023901531,0.8903185,0.014470085,0.0075474926
9110,Normal_Movement,Normal_Movement,0.657404,0.013687215,0.32417712,0.657404,0.001953476,0.0027781706
9115,Low_Movement,Low_Movement,0.4900253,0.022865271,0.4900253,0.4827407,0.0018699769,0.0024987548
9135,Low_Movement,Low_Movement,0.7644329,0.119126074,0.7644329,0.11371191,0.0013173852,0.0014116212
9155,Inactive,Inactive,0.809351,0.809351,0.15022422,0.038563777,0.0010761195,0.00078474655
9180,Normal_Movement,Normal_Movement,0.994736,0.00020974177,0.0038384625,0.994736,0.0003579194,0.0008578705
9245,Inactive,Inactive,0.9713866,0.9713866,0.020873757,0.0076904073,2.697412e-05,2.219563e-05
9310,Normal_Movement,Normal_Movement,0.9928611,0.00046985096,0.005837832,0.9928611,0.00025202587,0.0005791994
9315,Normal_Movement,Normal_Movement,0.9953004,0.0001949748,0.003986832,0.9953004,0.00018854997,0.00032922137
9330,Normal_Movement,Normal_Movement,0.9972421,0.00012414096,0.0025443307,0.9972421,3.2181833e-05,5.72283e-05
9400,Normal_Movement,Normal_Movement,0.99897027,0.00029890565,0.0006042617,0.99897027,7.8163546e-05,4.847858e-05
9455,Normal_Movement,Normal_Movement,0.999003,0.00027274035,0.00060370925,0.999003,7.5240816e-05,4.5316232e-05
9465,Normal_Movement,Normal_Movement,0.9980799,0.0004535195,0.0012212838,0.9980799,0.00015870691,8.668929e-05
9496,Normal_Movement,Normal_Movement,0.98621297,0.0057255714,0.0065053743,0.98621297,0.00072422606,0.00083187944
9511,Normal_Movement,Normal_Movement,0.9994412,8.0077545e-05,0.0002802435,0.9994412,0.00015337285,4.5097433e-05
9541,Sudden_Movement,Sudden_Movement,0.8743003,0.0007598145,0.000486869,0.08036231,0.044090804,0.8743003
9556,Sudden_Movement,Sudden_Movement,0.91561687,0.0003976135,0.00033064547,0.035538647,0.048116285,0.91561687
9597,Inactive,Inactive,0.9681399,0.9681399,0.019653069,0.012092028,6.359117e-05,5.1493967e-05
9612,Inactive,Inactive,0.9753112,0.9753112,0.017140316,0.007497189,2.8291099e-05,2.3076853e-05
9662,Normal_Movement,Normal_Movement,0.99913305,2.3999552e-05,0.0005359446,0.99913305,0.00015793774,0.00014910652
9677,Normal_Movement,Normal_Movement,0.99449027,0.00016119926,0.0015822856,0.99449027,0.0024567612,0.0013093995
9727,Normal_Movement,Normal_Movement,0.9978225,0.00010496134,0.0015876578,0.9978225,0.00030700117,0.00017789195
9782,Inactive,Inactive,0.9819933,0.9819933,0.013368652,0.0046136654,1.3113436e-05,1.1191632e-05
9807,Inactive,Inactive,0.98029363,0.98029363,0.014459518,0.005221653,1.4621989e-05,1.04710925e-05
9817,Inactive,Inactive,0.98134375,0.98134375,0.01346592,0.005167727,1.3196149e-05,9.342705e-06
9878,Sudden_Movement,Inactive,0.8927538,0.8927538,0.0731557,0.02880736,0.002074087,0.0032090803
9893,Low_Movement,Low_Movement,0.3502847,0.11355916,0.3502847,0.22420055,0.13415937,0.17779624
9908,Low_Movement,Inactive,0.46482792,0.46482792,0.45250615,0.07776179,0.002434152,0.0024700507
9918,Inactive,Inactive,0.84853005,0.84853005,0.11119032,0.038898088,0.0007963562,0.0005851675
9933,Inactive,Inactive,0.9741566,0.9741566,0.01657646,0.009199244,4.0190935e-05,2.754924e-05
9968,Inactive,Inactive,0.76976126,0.76976126,0.09701839,0.13112038,0.0011439135,0.00095608266
10013,Low_Movement,Low_Movement,0.40221515,0.17998222,0.40221515,0.31825462,0.037368685,0.06217936
10033,Inactive,Restless_Movement,0.33163616,0.14466552,0.084989905,0.20500605,0.33163616,0.23370232
10053,Inactive,Inactive,0.9771325,0.9771325,0.009163029,0.013638173,3.6180252e-05,3.00783e-05
10103,Sudden_Movement,Sudden_Movement,0.8096669,0.0025780024,0.0029020857,0.11444926,0.07040373,0.8096669
10173,Sudden_Movement,Sudden_Movement,0.8560333,0.0018779886,0.0013791058,0.08949655,0.05121299,0.8560333
10198,Sudden_Movement,Sudden_Movement,0.8536683,0.0021154583,0.0015206457,0.09832063,0.04437496,0.8536683
10213,Restless_Movement,Sudden_Movement,0.77269214,0.005423704,0.0045852237,0.16766961,0.049629264,0.77269214
10223,Normal_Movement,Normal_Movement,0.7065778,0.009492418,0.0141655775,0.7065778,0.06119298,0.20857131
10233,Normal_Movement,Normal_Movement,0.91700095,0.008982115,0.010835528,0.91700095,0.034954276,0.028227197
10253,Normal_Movement,Restless_Movement,0.5269515,0.0015822934,0.0048912955,0.40837565,0.5269515,0.058199245
10268,Restless_Movement,Restless_Movement,0.82062393,0.0009214092,0.0012862727,0.043571845,0.82062393,0.13359655
10379,Normal_Movement,Sudden_Movement,0.48544174,0.0069296896,0.005822041,0.34244996,0.15935652,0.48544174
10389,Normal_Movement,Normal_Movement,0.9777631,0.0007938168,0.021218207,0.9777631,0.00014394076,8.091297e-05
10409,Low_Movement,Low_Movement,0.51606816,0.36235568,0.51606816,0.1194692,0.0011383595,0.0009685727
10429,Inactive,Inactive,0.97133034,0.97133034,0.021387441,0.007211808,3.7464084e-05,3.2890195e-05
10454,Normal_Movement,Normal_Movement,0.9927043,0.0004981085,0.006504079,0.9927043,0.00010053353,0.00019302282
10464,Normal_Movement,Normal_Movement,0.9808442,0.0012038763,0.014828345,0.9808442,0.001990492,0.0011331118
10599,Inactive,Inactive,0.9798132,0.9798132,0.013606199,0.006538447,2.1084355e-05,2.1175276e-05
10654,Inactive,Inactive,0.88769186,0.88769186,0.054600853,0.056880232,0.00049775594,0.000329298
10704,Normal_Movement,Normal_Movement,0.99961346,1.6852877e-05,0.00033063447,0.99961346,2.327135e-05,1.577933e-05
10709,Normal_Movement,Normal_Movement,0.9988507,6.2168205e-05,0.0006842238,0.9988507,0.00025427973,0.00014858253
10751,Sudden_Movement,Sudden_Movement,0.85142726,0.002019374,0.0015754498,0.10691075,0.038067114,0.85142726
10756,Normal_Movement,Sudden_Movement,0.8424259,0.0022674731,0.001814313,0.1142984,0.039193917,0.8424259
10781,Sudden_Movement,Sudden_Movement,0.87193936,0.0015428866,0.0011279564,0.09095769,0.03443212,0.87193936
10801,Sudden_Movement,Sudden_Movement,0.8732876,0.0015016545,0.0011188682,0.08971075,0.03438104,0.8732876
10806,Sudden_Movement,Sudden_Movement,0.8709491,0.0015937323,0.001136265,0.09090369,0.03541724,0.8709491
10838,Restless_Movement,Restless_Movement,0.68338907,0.0017644126,0.004024967,0.25183967,0.68338907,0.058981784
10858,Normal_Movement,Restless_Movement,0.8446588,0.001464939,0.0020293668,0.05843054,0.8446588,0.093416385
10885,Restless_Movement,Restless_Movement,0.8593932,0.0017930918,0.0024046015,0.05637543,0.8593932,0.08003363
10955,Normal_Movement,Normal_Movement,0.95581174,0.0038593102,0.037449054,0.95581174,0.0014082153,0.001471662
10960,Normal_Movement,Normal_Movement,0.9630549,0.003037278,0.032316007,0.9630549,0.00074151775,0.00085029454
11010,Normal_Movement,Normal_Movement,0.9987405,9.114325e-05,0.0011355227,0.9987405,1.5639607e-05,1.7211905e-05
11015,Normal_Movement,Normal_Movement,0.99704236,0.0001680587,0.0027301742,0.99704236,2.3629174e-05,3.580357e-05
11045,Normal_Movement,Normal_Movement,0.99786085,0.00012613696,0.0019296581,0.99786085,3.2251155e-05,5.1155206e-05
11055,Normal_Movement,Normal_Movement,0.9975401,0.00015961562,0.002225939,0.9975401,2.7392953e-05,4.698951e-05
11060,Normal_Movement,Normal_Movement,0.9974281,0.0001914042,0.0022884826,0.9974281,3.740091e-05,5.464657e-05
11075,Normal_Movement,Normal_Movement,0.9983833,0.00012322933,0.001423917,0.9983833,3.3792698e-05,3.577303e-05
11080,Normal_Movement,Normal_Movement,0.9981123,0.00013466389,0.0017021772,0.9981123,2.2433713e-05,2.8425178e-05
11085,Normal_Movement,Normal_Movement,0.99841833,0.000117686075,0.001413637,0.99841833,2.2829874e-05,2.7529208e-05
11100,Normal_Movement,Normal_Movement,0.99949336,2.9000936e-05,0.00037126793,0.99949336,6.201221e-05,4.4447435e-05
11145,Normal_Movement,Normal_Movement,0.9960537,0.00025682471,0.0035893084,0.9960537,4.3285723e-05,5.6881083e-05
11160,Normal_Movement,Normal_Movement,0.9708763,0.01058557,0.015874365,0.9708763,0.0010501493,0.0016136625
11180,Inactive,Inactive,0.9808367,0.9808367,0.013846042,0.0052870656,1.5957447e-05,1.4199536e-05
11211,Sudden_Movement,Sudden_Movement,0.8612007,0.001498273,0.0014881503,0.09262693,0.043185875,0.8612007
11277,Sudden_Movement,Low_Movement,0.75973,0.07054285,0.75973,0.16574097,0.001948816,0.0020373908
11307,Normal_Movement,Normal_Movement,0.99906605,5.5188608e-05,0.00072976114,0.99906605,7.215979e-05,7.689264e-05
11312,Normal_Movement,Normal_Movement,0.9994936,2.7646987e-05,0.0004250112,0.9994936,2.7901931e-05,2.5873844e-05
11322,Normal_Movement,Normal_Movement,0.99893564,4.0417497e-05,0.0007182268,0.99893564,0.00012293973,0.0001827745
11332,Normal_Movement,Normal_Movement,0.9990594,2.7149412e-05,0.00059413916,0.9990594,0.00016144072,0.00015790126
11457,Normal_Movement,Normal_Movement,0.9920196,0.0011452842,0.0038410814,0.9920196,0.001914181,0.0010798967
11472,Normal_Movement,Normal_Movement,0.99217963,0.00028464518,0.0051429663,0.99217963,0.00138536,0.0010073817
11477,Normal_Movement,Normal_Movement,0.9852637,0.00046229182,0.005696828,0.9852637,0.003947835,0.004629408
11517,Inactive,Inactive,0.88774246,0.88774246,0.036185615,0.07459243,0.00090879155,0.0005706481
11522,Inactive,Normal_Movement,0.5316406,0.31355974,0.14530453,0.5316406,0.004295284,0.005199862
11622,Normal_Movement,Inactive,0.406923,0.406923,0.24443726,0.32610106,0.009206916,0.0133317225
11662,Normal_Movement,Normal_Movement,0.99132884,0.0005082595,0.007899304,0.99132884,0.00010248941,0.00016112477
11667,Normal_Movement,Normal_Movement,0.99324644,0.00042005125,0.006088931,0.99324644,9.525358e-05,0.00014937378
11672,Normal_Movement,Normal_Movement,0.9929779,0.00041051666,0.0063771536,0.9929779,8.805136e-05,0.00014628172
11677,Low_Movement,Normal_Movement,0.99040294,0.00048805692,0.008806881,0.99040294,0.000109196655,0.00019297889
11712,Normal_Movement,Normal_Movement,0.9819296,0.00058053166,0.0111087905,0.9819296,0.004087309,0.0022937886
11736,Sudden_Movement,Normal_Movement,0.83847326,0.013339649,0.01350939,0.83847326,0.027389068,0.10728862
11746,Sudden_Movement,Sudden_Movement,0.7696829,0.0015098926,0.0014945706,0.07540285,0.15190984,0.7696829
11751,Sudden_Movement,Inactive,0.27829364,0.27829364,0.12942097,0.24163342,0.1722004,0.17845158
11781,Inactive,Inactive,0.84286153,0.84286153,0.041663367,0.11488482,0.0002821,0.00030821143
11801,Inactive,Inactive,0.9742459,0.9742459,0.015121915,0.010543089,4.591622e-05,4.3185744e-05
11811,Inactive,Inactive,0.982137,0.982137,0.011843264,0.005982456,1.935448e-05,1.789819e-05
11821,Inactive,Inactive,0.97915524,0.97915524,0.013372396,0.0074196253,2.7317095e-05,2.5399808e-05
11871,Inactive,Inactive,0.98337525,0.98337525,0.011202045,0.0053907027,1.6666967e-05,1.5402144e-05
11896,Inactive,Inactive,0.98166347,0.98166347,0.013227613,0.0050792582,1.5604475e-05,1.4002736e-05
11931,Inactive,Inactive,0.98246413,0.98246413,0.012045153,0.0054584094,1.6986976e-05,1.5268937e-05
11951,Inactive,Inactive,0.98150176,0.98150176,0.013201176,0.0052650613,1.6765127e-05,1.5207369e-05
11956,Inactive,Inactive,0.9813198,0.9813198,0.01343186,0.0052166283,1.6651731e-05,1.5085322e-05
12001,Inactive,Inactive,0.9828196,0.9828196,0.011806022,0.005344501,1.5647143e-05,1.4140505e-05
12016,Inactive,Inactive,0.9811855,0.9811855,0.011754312,0.007014657,2.2872051e-05,2.2549839e-05
12041,Inactive,Inactive,0.9824057,0.9824057,0.0124405995,0.005125654,1.4749673e-05,1.3352135e-05
12111,Inactive,Inactive,0.98307365,0.98307365,0.011732164,0.0051659346,1.4638389e-05,1.3639612e-05
12141,Inactive,Inactive,0.9818963,0.9818963,0.012045644,0.0060243476,1.7310516e-05,1.6355823e-05
12146,Inactive,Inactive,0.98250777,0.98250777,0.010875337,0.006575775,2.1486061e-05,1.9512525e-05
12156,Normal_Movement,Inactive,0.89332134,0.89332134,0.039055012,0.06706448,0.00027096272,0.00028813235
12166,Normal_Movement,Normal_Movement,0.7808184,0.07357207,0.14257959,0.7808184,0.0015032958,0.0015266155
12196,Inactive,Inactive,0.9501493,0.9501493,0.022285815,0.027340025,8.204714e-05,0.00014270436
12201,Inactive,Inactive,0.9798886,0.9798886,0.012209153,0.007848444,2.5807254e-05,2.7970025e-05
12211,Inactive,Inactive,0.9822531,0.9822531,0.012330915,0.0053867106,1.5122871e-05,1.4317513e-05
12236,Inactive,Inactive,0.98229754,0.98229754,0.012317298,0.0053566527,1.45941995e-05,1.3870519e-05
12261,Inactive,Inactive,0.9822832,0.9822832,0.012520096,0.005169197,1.4188913e-05,1.3372999e-05
12276,Inactive,Inactive,0.98328686,0.98328686,0.011054114,0.0056272587,1.6580181e-05,1.5205344e-05
12281,Inactive,Inactive,0.98290944,0.98290944,0.011293707,0.00576176,1.810838e-05,1.6955872e-05
12286,Inactive,Inactive,0.9829747,0.9829747,0.010955458,0.006034203,1.867119e-05,1.6998025e-05
12311,Normal_Movement,Normal_Movement,0.9930067,0.00043731477,0.0062210853,0.9930067,0.00011631654,0.00021858116
12321,Normal_Movement,Normal_Movement,0.99790573,0.0001354781,0.0018604825,0.99790573,4.0079965e-05,5.8213704e-05
12331,Normal_Movement,Normal_Movement,0.9968888,0.00019031136,0.0027823485,0.9968888,6.0547736e-05,7.805798e-05
12346,Normal_Movement,Normal_Movement,0.99675035,0.0002036582,0.0029316149,0.99675035,4.8136848e-05,6.630138e-05
12351,Normal_Movement,Normal_Movement,0.9974274,0.0001608734,0.0023029319,0.9974274,5.094049e-05,5.7734975e-05
12412,Normal_Movement,Normal_Movement,0.9909168,0.0009003082,0.0066986047,0.9909168,0.00063088554,0.00085341174
12432,Low_Movement,Normal_Movement,0.97567886,0.0019885167,0.02071485,0.97567886,0.00088501995,0.00073262426
12462,Low_Movement,Inactive,0.7005684,0.7005684,0.15377755,0.14108878,0.0020768126,0.0024884213
